medical_abstract,n_tokens,sera_truncado,triage_prediction,urgent_score,nonurgent_score,confidence
"The pharmacology of intravenous and oral etoposide. The epipodophyllotoxin derivative etoposide (VP-16) has been in widespread use both alone and in combination chemotherapy for the past decade. It has phase-specific cytotoxicity that acts in the last S and G2 phases of the cell cycle. Although its mode of action is not certain, it appears to act by causing breaks in DNA by interaction with DNA-topoisomerase II or by the formation of free radicals. Most studies show biexponential decay after the intravenous (IV) administration of etoposide. Approximately 30% to 70% of administered etoposide is excreted, with approximately 45% present in the urine. Etoposide is available in oral and IV preparations. It is highly schedule-dependent, with once-daily doses (e.g., for 5 to 8 days every 21 days) giving results superior to intermittent administration. The bioavailability of oral etoposide is approximately 50%, but its absorption is not linear with increasing dose (e.g., greater than 200 mg/d, bioavailability decreases). Factors influencing the bioavailability of oral etoposide include patient status, concurrent medications, hepatic and renal function, and nausea and vomiting. In numerous clinical trials, etoposide has demonstrated excellent activity against a range of tumors, including small cell lung cancer (SCLC), malignant lymphomas, gestational trophoblastic tumors, Ewing's and soft tissue sarcomas, and germ cell tumors, with more modest activity in other tumors (e.g., non-SCLC). Although few comparative studies have been carried out, available data suggest that oral etoposide administered daily during 5 to 8 days is similar to the IV preparation in range of activity. In a study of 53 elderly patients with SCLC treated with etoposide (200 mg/d for five times), there was a response rate of 79% and a median survival of 9.5 months. These results were similar to those achieved with more intensive IV regimens. Several studies of chronic oral etoposide (50 mg/m2/d for 21 times) have been reported recently. Responses were observed in SCLC and germ cell tumors among patients who had relapsed after standard etoposide-containing regimens. These data suggest that etoposide may be a ""new"" drug when given in this schedule. The high response rates with oral etoposide suggest that oral administration may be substituted for IV administration. This substitution may allow for greater flexibility in chemotherapeutic administration, less hospitalization, and more acceptable toxicity.",601,True,urgent,0.5628827810287476,0.43711721897125244,0.5628827810287476
"Minute squamous cell carcinoma arising in the wall of a congenital lung cyst. A case of minute squamous cell carcinoma arising in a congenital lung cyst is reported. Two aspects of this case were notable. First, we were able to make the diagnosis of squamous cell carcinoma by bronchial lavage at an early stage. Second, to our knowledge, this is the first case of probable de novo origin of squamous cell carcinoma in a congenital lung cyst.",121,False,non-urgent,0.436808705329895,0.563191294670105,0.563191294670105
"Brain perfusion in acute encephalitis: relationship to prognosis studied using SPECT. Single photon emission computed tomography (SPECT) and cranial computed tomography were sequentially examined in 2 patients with acute encephalitis. Radiographic computed tomography revealed focal low-density areas within a few days of the onset of symptoms in both patients. In SPECT, 1 patient exhibited hyperperfusion in the corresponding area, while the other had a normal scan. The outcome of the former was poor, while the latter recovered fully. Abnormal brain perfusion, thus, coincided with a poor prognosis. SPECT may be used to promptly evaluate the focal change of acute encephalitis.",166,False,urgent,0.7374173998832703,0.2625826597213745,0.7374173998832703
"Pancreatic involvement in human immunodeficiency virus infection. Involvement of the pancreas by human immunodeficiency virus (HIV) infection has not been adequately addressed and is the object of this review. I analyzed the English language literature, including single case reports of pancreatic involvement and larger series reporting detailed pathological findings of patients with HIV infection. Nonspecific pathological changes in the pancreas are frequently seen at autopsy of HIV-infected patients, but are not more common than in controls. Several types of infections (mainly cytomegalovirus, Cryptococcus neoformans, and Mycobacteria) and neoplasms (lymphoma and Kaposi's sarcoma) can involve the pancreas because they are usually disseminated. Although the serum amylase may be elevated, the patient remains asymptomatic. Occasional instances of severe and even fatal pancreatitis have been reported with HIV infections and attendant drug toxicity. Pentamidine has a predictable incidence of hypoglycemic episodes and 2',3'-dideoxyinosine provokes pancreatitis in a minority of treated patients. Such drug toxicity seems to deserve greater clinical concern than opportunistic infections or neoplasms.",283,True,urgent,0.7098218202590942,0.29017817974090576,0.7098218202590942
"Reconstruction of the chronically insufficient anterior cruciate ligament with the central third of the patellar ligament. The results of reconstruction of the anterior cruciate ligament with the central third of the patellar ligament as a free, autogenous, non-vascularized graft were retrospectively reviewed at our institution. Eighty reconstructions in seventy-nine patients were evaluated after a minimum of two years. In forty-eight (60 per cent) of the knees, the reconstruction was augmented with an extra-articular lateral sling of iliotibial band. The patients were evaluated with a physical examination, a KT-1000 arthrometer, radiographs, a subjective questionnaire, and a revision of the scale of The Hospital for Special Surgery for rating ligaments. Postoperatively, seventy-six (95 per cent) of the eighty knees no longer gave way, and the pivot-shift test was negative in sixty-seven (84 per cent) of the knees. The average score on the ligament-rating scale was 93 points. All of the patients who had clinical instability at the time of the most recent follow-up had associated ligamentous instability that had not been appreciated or addressed at the time of reconstruction. Arthrometric evaluation revealed that the laxity differed by three millimeters or less from that of the untreated knee in sixty (76 per cent) of the treated knees. In the patient who had bilateral reconstruction, the laxity was the same in both knees. Seventeen patients, who had more than three millimeters of translation, also had additional related ligamentous instability, most commonly posterolateral instability and insufficiency of the medial collateral ligament. We think that major associated ligamentous instability predisposes the reconstruction to failure and should be corrected in conjunction with the reconstruction.",400,True,non-urgent,0.16557268798351288,0.8344272971153259,0.8344272971153259
"High risk of recurrent stroke after discontinuance of five to twelve years of transfusion therapy in patients with sickle cell disease. Although long-term transfusion therapy is at least 90% effective in preventing recurrent strokes after an initial cerebrovascular accident in patients with sickle cell disease, it is unknown how long transfusion therapy should be continued. To address this question, we prospectively discontinued transfusions in 10 patients with sickle cell disease whose median duration of transfusion therapy after an initial stroke was 9 1/2 years (range 5 to 12 years). Before the transfusions were discontinued, patients were examined by cerebral angiography, magnetic resonance imaging of the head, neuropsychologic testing, electroencephalography, and a complete neurologic examination. Within 12 months after transfusion therapy was stopped, 5 of 10 patients had had an ischemic event. Three events caused relatively mild deficits in the same areas as those originally affected. Two were associated with massive intracranial hemorrhage, including one on the contralateral side of original involvement. An additional patient died suddenly of unknown causes. Of the four remaining patients, three declined to resume transfusion and are relatively well at greater than or equal to 18 months after therapy was stopped. The studies performed before transfusions were stopped were not predictive of recurrent stroke. The risk of recurrent cerebrovascular accident in this group was significantly greater than the estimated risk of 10% in patients who are receiving long-term transfusion therapy (p = 0.002). This adverse outcome suggests that patients with sickle cell disease who have had a stroke must receive long-term transfusion indefinitely or a suitable therapeutic alternative must be devised.",368,True,urgent,0.5875077247619629,0.4124922752380371,0.5875077247619629
"Critical ischemia times and survival patterns of experimental pig flaps. Previous work on critical ischemia time suggested (1) a greater susceptibility of myocutaneous flaps over skin flaps to the ischemia reperfusion injury and (2) that duration of ischemia may affect the survival area of a flap. Using a pig model, 55 animals were operated on and the critical ischemia times and survival patterns of the buttock skin (n = 85) and latissimus dorsi myocutaneous (n = 88) island flaps were determined after being submitted to 0, 2, 4, 6, 8, 10, 12, 14, and 16 hours of normothermic ischemia. The average critical ischemia times (CIT50) were determined to be 9 and 10 hours for the buttock skin and latissimus dorsi myocutaneous flaps, respectively. Percentage of total area surviving (%TAS) in those flaps which did survive was adversely affected by increases in the ischemic interval in both flap models. A statistically significant decrease in percentage of total area surviving was found after 6 and 8 hours of ischemia for the buttock skin and latissimus dorsi myocutaneous flaps, respectively.",284,True,non-urgent,0.31307464838027954,0.6869253516197205,0.6869253516197205
"Corporate-sponsored breast cancer screening at the work site: results of a statewide program. Mobile screening mammography was offered to 3,627 employees of a large corporation in Pennsylvania and Delaware. The examination was available to women employees or employee spouses aged 35 years and older. Women were charged $30 for a standard two-view examination. They also received health education materials on mammography and breast self-examination. The remaining costs of the program were underwritten by the corporation. During this program, 3,627 mammographic studies were performed; 63 biopsies were recommended. Fifty-seven biopsies were performed, and nine cancers were diagnosed. Costs of this program are presented in detail. The authors conclude that mobile screening programs at the work site provide an inexpensive, convenient alternative to more traditional screening programs. The inherent advantages of this program are the low cost, the relative ease with which the examination can be performed, and the positive role that corporate medical personnel assume in encouraging individual and group participation.",209,False,non-urgent,0.060138311237096786,0.9398617148399353,0.9398617148399353
"A double-blind comparative study of doxazosin and prazosin when administered with beta-blockers or diuretics. The antihypertensive efficacy and safety of doxazosin (once daily) and prazosin (twice daily) were compared in patients with mild or moderate essential hypertension (diastolic blood pressure [DBP] 95 to 114 mm Hg) not adequately controlled by diuretics and beta-blockers. Doxazosin produced significantly greater mean reductions in standing (p = 0.01) and supine (p = 0.04) DBP than did prazosin; there were no significant between-group differences in either mean systolic blood pressure or heart rate. The overall mean daily doses for efficacy-evaluable patients were 4.7 mg of doxazosin and 6.7 mg of prazosin. Sixteen patients (84.2%) treated with doxazosin and 13 patients (56.5%) treated with prazosin were considered therapeutic successes (decrease in standing DBP greater than or equal to 10 mm Hg or to less than or equal to 90 mm Hg with greater than or equal to 5 mm Hg reduction from baseline). Of the 19 efficacy-evaluable patients treated with doxazosin, 15 (78.9%) showed improvement in the severity category of hypertension; an improvement in severity was reported in 14 patients (60.9%) treated with prazosin. Doxazosin produced a more favorable effect on serum lipid levels than did prazosin, although no statistically significant within- or between-group differences were observed. Most side effects experienced with either doxazosin or prazosin were mild or moderate and were tolerated or disappeared with continued treatment. The overall evaluation of toleration was excellent or good for 18 (90%) doxazosin- and 21 (91%) prazosin-treated patients. Clinical efficacy was rated as excellent or good for 16 patients (80%) treated with doxazosin and 15 patients (68%) treated with prazosin.",462,True,non-urgent,0.1872902363538742,0.8127097487449646,0.8127097487449646
"Lymphocyte subset distribution after radiation therapy for cancer of the uterine cervix. Possible prognostic implications and correlation with disease course. An analysis of lymphocyte subpopulations was done in patients with cancer of the uterine cervix before and at different intervals after the commencement of radiation therapy. A common feature was a duration of T-cell and B-cell lymphopenia after therapy. The findings relating to the T-cell subsets were interesting. Although the CD4/CD8 ratio remained unchanged in Stages I/IIA for 24 months after treatment, patients with Stages IIB and III showed a lowering of the ratio immediately after treatment. Distinctive patterns of lymphocyte subset distribution were seen in a comparison between patients who were disease-free and those with recurrent disease. The CD4+ cell counts and CD4/CD8 ratio differed between the two groups, with consistent lowered values during the follow-up associated with recurrent disease. This study demonstrates the effects of radiation therapy in altering lymphocyte subset distribution, resulting in characteristic patterns which could be used as clinical and prognostic indicators.",247,False,non-urgent,0.26476502418518066,0.7352350354194641,0.7352350354194641
"Endoscopic comparison of cimetidine and sucralfate for prevention of naproxen-induced acute gastroduodenal injury. Effect of scoring method. Nonsteroidal antiinflammatory drug-induced gastroduodenal mucosal damage observed endoscopically is usually categorized as hemorrhages, erosions, or ulcerations. We undertook this study to determine whether the injury produced by a commonly prescribed NSAID, naproxen, could be reduced by cotherapy with sucralfate or cimetidine and to determine how dependent the differences in the degree of protection against mucosal injury measured were on the scoring system used. Four groups of 20 healthy volunteers with endoscopically normal gastric and duodenal mucosa received naproxen (500 mg twice a day) plus cimetidine (300 mg four times a day or 400 mg twice a day), sucralfate (1 g four times a day), or placebo for seven days. After seven days of therapy, a second endoscopy was performed. Separate scoring systems were used for the presence of hemorrhages, erosions, and a combination of both types of injury. There were significantly fewer mucosal hemorrhages present when naproxen and cimetidine were administered than when naproxen was administered with placebo or sucralfate (placebo vs 300 mg cimetidine, P = 0.04, and placebo vs 400 mg cimetidine, P = 0.006, placebo vs sucralfate, P = 0.26). Both cimetidine dosages resulted in significantly fewer hemorrhages than were present following cotherapy of naproxen and sucralfate (P less than 0.05). In contrast, there was no discernible difference in the mucosal injury between placebo and any drug or between any two active therapies when the injury was evaluated based on the presence of gastric erosions.",446,True,non-urgent,0.1375182569026947,0.8624817728996277,0.8624817728996277
"Patterns of resource consumption in medical intensive care Intensive care is being scrutinized as a major factor in increasing health care costs. We examined 404 consecutive admissions to the medical ICUs at a university medical center to study patterns of consumption of ICU resources and the proportion of resources used by patients admitted for monitoring only. We found a skewed distribution of ICU resource consumption, with the ""high-cost"" 8 percent using as many ICU resources as the ""low-cost"" 92 percent. Forty-one percent of admissions did not receive acute ICU treatments, but these admissions consumed less than 10 percent of ICU resources. Reducing the number of patients admitted for monitoring will have a relatively small impact on hospital charges. Since over 70 percent of the high-cost patients died, improved understanding of prognosis and better physician-patient communication may substantially reduce the proportion of critical care resources expended on futile treatment.",196,False,urgent,0.7219225168228149,0.27807751297950745,0.7219225168228149
"Implications of echocardiographically assisted diagnosis of pericardial tamponade in contemporary medical patients: detection before hemodynamic embarrassment. Identification of suspected pericardial tamponade and the decision to perform invasive drainage of the pericardial space have historically been based on classic bedside findings. Two-dimensional echocardiography has improved detection of pericardial effusion, but it may be excessively sensitive in evaluation of patients for hemodynamic embarrassment. Therefore, 50 consecutive medical patients were examined who were identified by echocardiography to have probable tamponade (defined as the presence of right heart chamber collapse in the presence of a pericardial effusion) and who underwent combined right-sided cardiac catheterization and percutaneous pericardiocentesis. All patients had elevated pericardial pressure. However, many had minimal evidence of hemodynamic compromise (94% had systolic blood pressure greater than or equal to 100 mm Hg and 58% had a cardiac index greater than or equal to 2.3 liters/min per m2). Pericardiocentesis resulted in hemodynamic improvement, but frequently did not alleviate dyspnea or correct tachycardia. Patients with malignancy as the cause of tamponade had a high mortality rate (the cumulative probability of survival in such patients was only 17% at 1 year). Echocardiographically assisted diagnosis of pericardial tamponade in medical patients results in the identification of a substantial subset of patients with only subtle evidence of hemodynamic compromise. This subset of patients differs sharply from medical patients described in previous reports with classic tamponade. Although the patients can be managed by invasive catheter pericardiocentesis with few complications, the natural history and the optimal management strategy for this group are not resolved.",407,True,urgent,0.7869442105293274,0.213055819272995,0.7869442105293274
"Pancreatic pseudocyst in the left hepatic lobe: a report of two cases. The ultrasound and computed tomographic imaging features in a rare pancreatic pseudocyst of the liver are described in two patients. The pseudocysts occurred in the left lobe in both cases, one after a traumatic injury and the other after alcoholic pancreatitis. The possible topographical sequences with which pancreatic secretions entered the left hepatic lobe to form a cyst are discussed.",108,False,urgent,0.5657917857170105,0.4342082440853119,0.5657917857170105
"Brain and spinal cord hemorrhage in long-term survivors of malignant pediatric brain tumors: a possible late effect of therapy. Three children with malignant primary CNS tumors treated with craniospinal radiotherapy developed intraparenchymal hemorrhages a median of 5 years following therapy in sites distant from the primary tumor. Radical surgical procedures disclosed fresh and old hematoma, gliosis, and necrosis in all 3 patients and an aggregation of abnormal microscopic blood vessels in two. No tumor was found. All 3 patients remain in long-term (greater than 10 years) continuous remission.",139,False,urgent,0.7709766030311584,0.22902342677116394,0.7709766030311584
Pivotal role of early and sustained infarct vessel patency in patients with acute myocardial infarction. Thrombolytic therapy in acute myocardial infarction unequivocally has improved short- and long-term mortality. The fundamental goal of therapy for evolving myocardial infarction is early and sustained infarct vessel recanalization. The mechanisms linking an open artery with improved long-term survival and other clinical outcomes are presented with use of data from extensive clinical trials.,111,False,urgent,0.5789849758148193,0.42101502418518066,0.5789849758148193
"Differential effect of oncotic pressure on cerebral and extracerebral water content during cardiopulmonary bypass in rabbits. To study the effect of oncotic pressure on brain water content during cardiopulmonary bypass (CPB), 14 anesthetized New Zealand White rabbits underwent 60 min of nonpulsatile CPB at normothermia. Animals were grouped according to the composition of the circuit priming fluid. Group 1 animals (n = 7) received a priming fluid (6.5% hydroxyethyl starch in 0.72 N NaCl; 323 +/- 13 mOsm/kg [mean +/- SD]) that maintained normal colloid oncotic pressure (COP) during CPB (19.0 +/- 1.5 mmHg). Group 2 animals (n = 7) received a priming fluid (0.9 N NaCl; 324 +/- 23 mOsm/kg) that led to a hypooncotic state (COP = 6.2 +/- 1.2 mmHg). Blood chemistries and hemodynamics were recorded every 15 min during CPB. Animals were given additional priming fluid and sodium bicarbonate during CPB to maintain a circuit flow of 85 ml.kg-1.min-1 and arterial pH greater than 7.35. There were no significant differences between groups 1 and 2 with respect to temperature, central venous pressure, mean arterial pressure, PaO2, PaCO2, plasma sodium concentration, or osmolality at any time during CPB, although osmolality increased in both groups. After 60 min of bypass, animals were killed and organ water contents were determined by wet/dry weight ratios. A separate group of nine similarly prepared and anesthetized animals that did not undergo cannulation or CPB also underwent measurement of plasma chemistries and tissue water contents and served as nonbypass controls (group 3). Brain and kidney water contents were unaffected by oncotic pressure, whereas duodenum and skeletal muscle had significantly greater water content (P = 0.003 and P = 0.008, respectively) after hypooncotic CPB.",487,True,urgent,0.7097111940383911,0.2902888059616089,0.7097111940383911
"Rupture of coronary vasa vasorum as a trigger of acute myocardial infarction. Some controversy has always existed regarding the presence and extent of the vasa vasorum--the nutrient vessels in the wall of the human aorta--in the coronary arteries. Now, cinemicrographic studies using silicone polymer injections in cleared human hearts have identified the vasa vasorum of coronary arteries, revealing evidence of neovascularization in the region of atherosclerotic plaques. These studies suggest an important role for the vasa vasorum in the pathogenesis of coronary atherosclerosis and its sequelae, especially intramural hemorrhage and vascular spasm. The wall of the human coronary artery in regions of atherosclerotic injury may be particularly rich in capillary vessels of the vasa vasorum. From this, the evidence suggests that with the morning increase in blood pressure, fragile neovascular structures of the vasa vasorum may be more prone to rupture and may be responsible, in part, for the circadian variation in myocardial infarction.",261,True,non-urgent,0.394562304019928,0.605437695980072,0.605437695980072
"Global and molecular hemostatic markers in acute myeloid leukemia. Patients with acute myeloid leukemia have multiple hemostatic and thrombotic complications, which may or may not result from disseminated intravascular coagulation. Previous studies incorporating routine coagulation analyses failed to detect any clinically useful information in most of these patients. In this study, the first comprehensive evaluation of the various aspects of the hemostatic system in a population of patients with acute myeloid leukemia was performed. Eighteen patients (23-71 years of age) were studied at either diagnosis or relapse. Hemostatic studies were performed at onset and on days 3, 7, and 30 after initiation of therapy. The bone marrow blast counts ranged from 8% to 98%; prothrombin time and activated partial thromboplastin time showed only minor prolongations in a few of these patients. However, in all patients measurement of platelet-associated markers revealed elevated platelet factor 4 and thromboxane B2 and normal 6-keto-prostaglandin F1 alpha levels. Fibrinolytic markers showed an increase in D-dimer and tissue plasminogen activator and a decrease in alpha 2-antiplasmin levels. Plasminogen, plasminogen activator inhibitor, and fibrinogen levels were normal. Coagulation markers demonstrated a decrease in protein C and antithrombin III levels and an elevation of the thrombin-antithrombin complex. The pretreatment values for all hemostatic markers studied were similar to the values obtained on days 3, 7, and 30 during treatment. This investigation demonstrated a subclinical activation of the components of the hemostatic system possibly leading to a hypercoagulable state. Although only six patients (33%) experienced hemorrhagic complications, the risk of bleeding and/or thrombosis was strongly evident in all patients. The significance of finding abnormal levels of specific molecular markers of hemostasis will be established in the future application of such markers in clinical evaluations of leukemic patients known to be at risk for coagulation disorders.",469,True,urgent,0.5044337511062622,0.4955662190914154,0.5044337511062622
"Stressful events and life satisfaction among elderly men and women. The purpose of this study was to examine the interrelationships among stressful events, domain-specific assessments of life satisfaction, and global evaluations of life satisfaction. This research was guided by two competing theoretical formulations. According to bottom-up theory, older adults first assess feelings of satisfaction within specific life domains that are based in part on the experiences (i.e., stressors) they encounter in these areas. The domain-specific views are subsequently synthesized to form an overall sense of satisfaction with life as a whole. In contrast, the top-down theory suggests that a person's ongoing sense of satisfaction with life as a whole predisposes him or her to assess satisfaction with specific domains in ways that are congruent with his or her initial sense of global life satisfaction. Analysis of data provided by older participants in a nationwide survey tends to support the bottom-up perspective.",197,False,non-urgent,0.033108584582805634,0.9668914675712585,0.9668914675712585
"Studies on autoimmunity for initiation of beta-cell destruction. VI. Macrophages essential for development of beta-cell-specific cytotoxic effectors and insulitis in NOD mice. NOD mice were treated with silica (which is selectively toxic to macrophages) from 4 or 20.5 wk of age. Syngeneic neonatal pancreases were transplanted into the renal subcapsular space of the NOD mice at 21 wk of age. Silica treatment was continued until 24 wk of age, and then the mice were killed for examination of islet morphology. Neither the islets in transplanted pancreases nor the host pancreatic islets from the early long-term silica-treated animals revealed insulitis. In contrast, most of the islets in transplanted pancreases from the late short-term silica-treated animals showed severe insulitis and beta-cell necrosis, as did the host islets. A further experiment was performed to compare the effect of late short-term silica treatment with that of anti-L3T4-antibody treatment of the same time and duration. In contrast to the late short-term silica-treated animals, the transplanted pancreases in the anti-L3T4-antibody-treated animals revealed intact islets, although most of the host islets showed insulitis. The control group, which received no treatment but did receive neonatal pancreases, revealed severe insulitis and beta-cell necrosis of both transplanted and host islets. These results suggest that early macrophage depletion can abolish the development of beta-cell-specific immunologic effectors but that late macrophage depletion, after the development of insulitis, does not affect the destruction of beta-cells by preexisting effectors other than macrophages. We conclude that macrophages are essential for the development of beta-cell-specific cytotoxic effectors in the initial phase of insulitis in NOD mice.",452,True,non-urgent,0.15590669214725494,0.8440933227539062,0.8440933227539062
"The relationship of headache symptoms with severity and duration of attacks. Efforts to develop clinically useful headache classification schemes have generally focused on linking specific symptom groupings with specific headache subtypes. An alternative conceptual approach, the ""severity model"" of headache, considers a continuum of headache ranging from mild to severe forms with specific headache subtypes distinguished by level of severity rather than unique constellations of symptoms. A population-based telephone interview was carried out among 10,169 subjects aged 12-29 to estimate the prevalence of serious headaches and better characterize symptoms that accompany headache attacks. In an analysis of frequency of occurrence, pain and duration of recent (within 4 weeks prior to interview) headache attacks, the data revealed that common symptoms (such as forehead pain and pain in the back of the head, neck and shoulders) were reported frequently, but headaches with these symptoms were generally characterized by low levels of pain and short duration. Although not an original study objective, the data were analyzed to determine whether distinct symptom constellations could be identified or whether symptoms overlapped between headache types. Symptoms of migraine were frequently experienced concomitant with tension-type symptoms; the resultant headaches were usually characterized as moderate in intensity. In contrast, symptoms usually associated with migraine in the absence of concomitant tension-type symptoms were infrequently experienced, but resulted in headaches causing the greatest disability. The data provide some support for the severity model of headache.",314,True,non-urgent,0.046069465577602386,0.9539305567741394,0.9539305567741394
"Platelet aggregation is not necessary for occurrence of Raynaud's phenomenon: a clinical history and laboratory results. ""Raynaud's phenomenon (R.P.) is characterized by a spastic vasoconstriction of hand and/or feet extremities leading to painful ischemic attacks. In the pathogeny of this syndrome the role of a platelet hyperactivation was evidenced. Nevertheless, the responsibility of platelet aggregation remains controversial. We report here the case of a patient presenting with a Glanzmann thrombasthenia defined by the complete lack of platelet aggregation, and showing a typical RP which was confirmed by the measurement of hand temperature and the decrease of digital and hand blood flow. Thus, the description of this case shows that platelet aggregation by itself is not necessary for the occurrence of RP, and encourages for therapeutic purposes the development of vasodilatators rather than platelet antiaggregants agents."".",215,False,non-urgent,0.28881943225860596,0.711180567741394,0.711180567741394
"Gastric antral vascular ectasia (""watermelon stomach""): radiologic findings. Radiologic findings in a patient with gastric antral vascular ectasia are described on computed tomographic scans, upper gastrointestinal series, and specimen radiographs. Findings include prominent, scalloped antral folds radiating to the pylorus and thickening of the gastric antrum. Pathognomonic red vascular folds, likened to stripes on a watermelon, can be seen endoscopically.",122,False,non-urgent,0.4156988263130188,0.584301233291626,0.584301233291626
"Relative risks of left ventricular aneurysmectomy in patients with akinetic scars versus true dyskinetic aneurysms. From 1971 to 1988, 303 patients underwent left ventricular aneurysm resection. We analyzed preoperative and procedure-related variables to ascertain risk factors for surgery. A distinction was made between akinetic and dyskinetic aneurysms to assess potential relation with postoperative outcome. Indications for surgery were arrhythmia in 20 patients, congestive heart failure in 81, angina in 133, congestive heart failure and angina in 42, and other combinations in the remaining 27 patients. The left ventricular aneurysm was dyskinetic in 180 patients and akinetic in 121. Risk factors and surgical procedures were similar in both groups. Left ventricular ejection fraction was less than or equal to 30% in 98 patients. Coronary bypass grafting was performed in 269 patients, with an average of 2.3 grafts per patient. Mitral valve replacement, the most common concomitant procedure, was performed in 16 patients. Intra-aortic balloon assist was required postoperatively in 47 patients. Overall operative mortality was 13% (38 patients) and was due to low cardiac output in 23 patients and arrhythmia in 12 patients. Univariate and multivariate analyses related early mortality to New York Heart Association functional classification of heart failure, the predominant indications of arrhythmia or congestive heart failure, left ventricular ejection fraction less than or equal to 30%, the need for intra-aortic balloon support, and the excision of an akinetic (18%) rather than dyskinetic (8%) left ventricular aneurysm. Over a follow-up period averaging nearly 5 years, the actuarial survival at 5 years was 63% in the dyskinetic group and 51% in the akinetic group.",431,True,urgent,0.5195647478103638,0.48043525218963623,0.5195647478103638
"Skeletal manifestations of ectopic or inappropriate endocrine and metabolic syndromes. A variety of tumors and nontumorous lesions were used to illustrate some of the biologic, clinical, and pathologic aspects of inappropriate or ectopic endocrine and metabolic syndromes that have musculoskeletal repercussions. It is clear, both from the discussion and case material, that many mechanisms of ectopic endocrine syndromes have yet to be clarified. Elaborate techniques are available for hormonal estimations, but their routine use is prohibitively expensive and relatively unrewarding. Cells of a given lesion may be functionally heterogeneous or may fail to elaborate active products in substantial amounts. Different cells may produce similar peptides, while the same cells can produce more than one. Despite these difficulties, recognition of ectopic endocrine syndromes remains crucial to diagnosis and patient management, and thus corroboration or correlation must often rest on a cruder basis. In fact, the clinical significance of basic laboratory data, e.g., PTH elevation, may vary, as PTH may be immunoreactive but biologically inactive. As another example, hypercalcemia associated with myeloma may be variously related to coexistent hyperparathyroidism, renal disease, dehydration, or humoral osteolysis. Therefore, roentgenographic evidence of bone destruction or skeletal stigmata of hyperparathyroidism imbues laboratory data with greater significance. Paraneoplastic syndromes are of particular concern to the radiologist, as multiple systemic manifestations, occurring either synchronously or metachronously, may suggest the presence of an underlying or unifying lesion or even of a specific type of neoplasm. They may precede detection of neoplasms by months to years and can develop at any time during their course. Paraneoplastic syndromes may, furthermore, parallel the course of a lesion and be used as indicators of remission or recurrence. Conversely, those unassociated with overt symptoms possess endocrine markers that can reinforce sometimes silent skeletal stigmata. Familiarity with representative secretory products influencing the musculoskeletal system per se may often clarify seemingly innocuous and sometimes asymptomatic skeletal findings. Alert imagers may, therefore, detect, infer, or suspect particular syndromes when they present in a specific sequence or mosaic. Conversely, when apprised of their existence, imagers should know where their related effects may be sought or anticipated. Such relationships, sometimes serendipitously discovered, may be valuable assets in clinical diagnosis and patient management in both suspected and unsuspected cases.",606,True,non-urgent,0.11210977286100388,0.8878901600837708,0.8878901600837708
"Quantitative proton magnetic resonance imaging in focal cerebral ischemia in rat brain. Proton magnetic resonance (MR) imaging has been recommended as a diagnostic tool for the detection of focal cerebral ischemia. We compared microscopic MR images of rat brains after focal cerebral ischemia with evidence of histological damage found on corresponding silver-impregnated or cresyl violet-stained brain sections. Ten male Wistar rats were subjected to permanent unilateral occlusions of the right middle cerebral and common carotid arteries under halothane anesthesia. Twenty-four hours later the area of injury on MR images amounted to 26% of the total slice area, whereas only 9% of the total slice area was necrotic on histological sections from the same animals. The infarcted areas on tissue sections were surrounded by regions of selective neuronal injury in the cerebral cortex and occasionally in the hippocampus. The area of injury on MR images was larger than the combined areas of infarction and selective neuronal injury on histological sections. Areas of increased T2 values on MR images extended medially into noninfarcted striatum and laterally and dorsally into noninfarcted cortex. The lateral and dorsal areas on MR images frequently coincided with cortical areas in which considerable selective neuronal injury was present in the upper cortical layers. We hypothesize that the abnormal areas on MR images above histologically normal brain tissue represent the ischemic penumbra. If true, this is the first demonstration of the ischemic penumbra by MR imaging and may reflect our use of Wistar rats, a new image analysis technique, and ultra-high resolution MR imaging.",370,True,urgent,0.5793605446815491,0.42063939571380615,0.5793605446815491
"Fludarabine: a new agent with marked cytoreductive activity in untreated chronic lymphocytic leukemia. Thirty-three patients with chronic lymphocytic leukemia (CLL) with advanced Rai stage (III-IV) or progressive Rai stage (0-II) disease were treated with fludarabine as a single agent. Eleven patients (33%) obtained a complete remission (CR), 13 (39%) a clinical CR with residual nodules as the only evidence of disease (nodular partial remission [PR]), and two patients (6%) achieved a PR for a total response rate of 79%. Response was rapid, usually occurring after three to six courses of treatment. The major morbidity was infection. Febrile episodes occurred in 13% of the courses (pneumonia 6%, minor infection 4%, and transient fever of undocumented cause 3%). Fludarabine appears to be the most cytoreductive single agent so far studied in CLL.",223,False,urgent,0.6934592723846436,0.3065407872200012,0.6934592723846436
